Item ID,Item Name,Description,Price,Category,Calories,Option 1 Name,Option 1 Additional Price,Option 2 Name,Option 2 Additional Price,Availability Status
657,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.86,Main Course,128,Chicken Strips,2.27,,,Not Available
658,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,19.1,Main Course,136,,,,,Available
659,Caesar Salad,Warm chocolate cake with a molten chocolate center,6.19,Beverage,783,Almond Milk,1.92,Almond Milk,2.07,Not Available
660,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,11.24,Main Course,500,,,,,Not Available
661,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,17.1,Beverage,488,Extra Cheese,1.73,Avocado,2.45,Available
662,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,16.16,Appetizer,390,,,Almond Milk,2.91,Available
663,Veggie Burger,Creamy matcha tea blend with milk and ice,15.71,Appetizer,783,,,Extra Cheese,2.08,Not Available
664,Caesar Salad,Creamy matcha tea blend with milk and ice,13.3,Dessert,311,Almond Milk,2.57,,,Not Available
665,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,5.38,Appetizer,141,,,Vanilla Ice Cream,2.33,Not Available
666,Caesar Salad,Warm chocolate cake with a molten chocolate center,9.44,Main Course,483,Almond Milk,2.21,,,Available
667,Veggie Burger,Warm chocolate cake with a molten chocolate center,6.73,Appetizer,562,,,,,Available
668,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.12,Dessert,361,,,Chicken Strips,2.0,Not Available
669,Veggie Burger,Warm chocolate cake with a molten chocolate center,9.28,Main Course,467,Chicken Strips,0.73,Extra Cheese,0.94,Available
670,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",17.27,Appetizer,721,Avocado,1.24,,,Not Available
671,Margherita Pizza,Creamy matcha tea blend with milk and ice,10.96,Main Course,174,,,Extra Cheese,1.22,Not Available
672,Veggie Burger,Creamy matcha tea blend with milk and ice,17.5,Beverage,469,Avocado,2.09,,,Not Available
673,Margherita Pizza,Warm chocolate cake with a molten chocolate center,7.1,Main Course,182,,,Almond Milk,2.85,Not Available
674,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",9.62,Appetizer,156,Almond Milk,1.6,Vanilla Ice Cream,2.39,Not Available
675,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,18.01,Main Course,180,,,,,Not Available
676,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,16.96,Beverage,169,Chicken Strips,1.79,,,Available
677,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,6.29,Beverage,165,,,,,Available
678,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.52,Beverage,382,,,Almond Milk,1.75,Available
679,Caesar Salad,Creamy matcha tea blend with milk and ice,14.78,Main Course,360,,,,,Available
680,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,13.91,Main Course,599,Chicken Strips,0.52,Vanilla Ice Cream,1.84,Available
681,Caesar Salad,Creamy matcha tea blend with milk and ice,18.45,Appetizer,403,,,,,Available
682,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.17,Dessert,746,,,Vanilla Ice Cream,1.49,Available
683,Veggie Burger,Creamy matcha tea blend with milk and ice,7.27,Appetizer,427,Extra Cheese,2.37,Vanilla Ice Cream,1.02,Not Available
684,Veggie Burger,Warm chocolate cake with a molten chocolate center,17.9,Beverage,454,Vanilla Ice Cream,2.97,Extra Cheese,2.47,Not Available
685,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,13.21,Main Course,305,Vanilla Ice Cream,2.93,Vanilla Ice Cream,1.66,Available
686,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,8.37,Dessert,488,Almond Milk,0.61,,,Available
687,Veggie Burger,Creamy matcha tea blend with milk and ice,19.88,Dessert,736,Avocado,1.15,,,Available
688,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",7.22,Appetizer,500,,,,,Available
689,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,15.11,Main Course,578,,,,,Available
690,Margherita Pizza,Warm chocolate cake with a molten chocolate center,18.34,Main Course,758,Chicken Strips,2.5,,,Not Available
691,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,10.46,Beverage,772,Avocado,2.17,,,Not Available
692,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.33,Dessert,534,,,,,Not Available
693,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,9.36,Beverage,789,Chicken Strips,1.54,,,Not Available
694,Veggie Burger,Creamy matcha tea blend with milk and ice,9.21,Main Course,241,,,,,Available
695,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,6.85,Beverage,362,Chicken Strips,1.98,,,Available
696,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,6.41,Dessert,315,Almond Milk,0.8,,,Not Available
697,Margherita Pizza,Warm chocolate cake with a molten chocolate center,7.48,Beverage,124,Chicken Strips,2.05,,,Not Available
698,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.63,Main Course,237,Almond Milk,2.85,,,Available
699,Margherita Pizza,Creamy matcha tea blend with milk and ice,10.47,Appetizer,438,Vanilla Ice Cream,1.81,,,Not Available
700,Margherita Pizza,Creamy matcha tea blend with milk and ice,5.18,Main Course,306,Almond Milk,0.73,,,Available
701,Margherita Pizza,Creamy matcha tea blend with milk and ice,8.91,Main Course,676,,,,,Not Available
702,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.06,Appetizer,341,Almond Milk,1.51,,,Not Available
703,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,13.54,Main Course,781,,,,,Available
704,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,5.99,Dessert,137,Extra Cheese,1.94,Extra Cheese,0.52,Available
705,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.05,Main Course,638,,,,,Not Available
706,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,13.17,Dessert,329,,,Vanilla Ice Cream,0.9,Not Available
707,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.0,Beverage,773,,,,,Not Available
708,Caesar Salad,Creamy matcha tea blend with milk and ice,15.47,Dessert,604,Vanilla Ice Cream,1.11,Extra Cheese,1.22,Available
709,Veggie Burger,Creamy matcha tea blend with milk and ice,8.8,Appetizer,576,Chicken Strips,2.36,Chicken Strips,1.65,Not Available
710,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,8.3,Dessert,305,,,Chicken Strips,1.63,Available
711,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",13.86,Main Course,498,Chicken Strips,1.09,,,Available
712,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.26,Main Course,203,Avocado,0.99,Extra Cheese,0.7,Available
713,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",19.28,Appetizer,636,,,,,Available
714,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.91,Appetizer,313,Extra Cheese,2.56,Almond Milk,2.78,Not Available
715,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,11.65,Main Course,658,Chicken Strips,0.7,,,Not Available
716,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.38,Appetizer,383,,,Vanilla Ice Cream,0.55,Available
717,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.11,Main Course,679,Almond Milk,1.45,Almond Milk,2.19,Not Available
718,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,11.38,Main Course,714,,,,,Available
719,Veggie Burger,Creamy matcha tea blend with milk and ice,10.25,Dessert,672,,,Chicken Strips,2.37,Available
720,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,17.02,Main Course,635,,,,,Available
721,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.27,Appetizer,655,Chicken Strips,2.94,,,Available
722,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,15.07,Dessert,717,,,Almond Milk,1.27,Not Available
723,Caesar Salad,Creamy matcha tea blend with milk and ice,13.22,Appetizer,676,,,,,Available
724,Margherita Pizza,Warm chocolate cake with a molten chocolate center,6.94,Beverage,751,,,Avocado,1.44,Available
725,Veggie Burger,Creamy matcha tea blend with milk and ice,15.85,Main Course,572,Avocado,2.49,,,Available
726,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.66,Appetizer,771,,,Vanilla Ice Cream,0.61,Available
727,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.56,Beverage,106,Vanilla Ice Cream,1.71,Vanilla Ice Cream,1.06,Available
728,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.43,Beverage,123,,,,,Not Available
729,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.07,Beverage,361,Almond Milk,0.56,Vanilla Ice Cream,2.49,Not Available
730,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",13.26,Main Course,120,Avocado,0.62,,,Available
731,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",16.54,Dessert,734,,,Avocado,2.94,Not Available
732,Caesar Salad,Creamy matcha tea blend with milk and ice,5.72,Appetizer,301,Extra Cheese,1.49,Almond Milk,1.45,Not Available
733,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,8.05,Beverage,599,,,,,Not Available
734,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.88,Appetizer,380,Avocado,1.41,Chicken Strips,2.56,Available
735,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,11.02,Dessert,678,,,Chicken Strips,1.51,Available
736,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.63,Dessert,583,Almond Milk,0.94,Almond Milk,0.83,Not Available
737,Margherita Pizza,Creamy matcha tea blend with milk and ice,8.27,Dessert,206,,,Extra Cheese,2.61,Not Available
738,Caesar Salad,Creamy matcha tea blend with milk and ice,13.86,Appetizer,577,,,Avocado,2.05,Not Available
739,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",10.0,Main Course,646,Chicken Strips,2.69,,,Available
740,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,5.78,Main Course,641,Almond Milk,1.15,,,Not Available
741,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,17.51,Appetizer,307,,,,,Available
742,Veggie Burger,Warm chocolate cake with a molten chocolate center,17.8,Beverage,777,Vanilla Ice Cream,1.84,Extra Cheese,1.28,Available
743,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",16.87,Beverage,582,Vanilla Ice Cream,1.34,,,Available
744,Caesar Salad,Creamy matcha tea blend with milk and ice,18.29,Dessert,785,,,,,Not Available
745,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.31,Beverage,520,Almond Milk,2.81,Vanilla Ice Cream,1.49,Available
746,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",9.92,Appetizer,630,Extra Cheese,1.13,,,Available
747,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",19.06,Main Course,619,,,,,Available
748,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,18.29,Main Course,327,Chicken Strips,0.79,Extra Cheese,0.67,Available
749,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.53,Dessert,264,Extra Cheese,0.94,Vanilla Ice Cream,0.88,Not Available
750,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,19.64,Main Course,657,Vanilla Ice Cream,2.6,,,Available
751,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",14.87,Dessert,133,,,,,Not Available
752,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.22,Main Course,184,Almond Milk,2.08,Almond Milk,2.69,Available
753,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.16,Dessert,184,,,Extra Cheese,1.92,Available
754,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,14.75,Dessert,590,Vanilla Ice Cream,2.48,Chicken Strips,1.43,Not Available
755,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,16.28,Main Course,325,,,,,Not Available
756,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,13.76,Main Course,300,,,,,Available
757,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,17.91,Appetizer,578,,,,,Not Available
758,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.0,Beverage,776,,,Almond Milk,2.93,Available
759,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.62,Beverage,789,Vanilla Ice Cream,0.8,,,Available
760,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",18.44,Dessert,394,Avocado,2.52,,,Not Available
761,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",15.73,Beverage,183,Chicken Strips,2.21,Vanilla Ice Cream,0.8,Not Available
762,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.12,Main Course,595,,,,,Not Available
763,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",7.99,Appetizer,789,Chicken Strips,2.62,,,Available
764,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",13.55,Appetizer,645,Avocado,2.65,,,Not Available
765,Veggie Burger,Warm chocolate cake with a molten chocolate center,5.82,Appetizer,567,,,,,Available
766,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.85,Main Course,271,Vanilla Ice Cream,0.73,Extra Cheese,2.25,Not Available
767,Caesar Salad,Warm chocolate cake with a molten chocolate center,14.72,Main Course,207,,,Chicken Strips,1.89,Not Available
768,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,14.43,Main Course,610,Chicken Strips,2.33,,,Not Available
769,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.46,Dessert,691,,,,,Not Available
770,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.94,Main Course,519,Extra Cheese,2.41,,,Not Available
771,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",15.41,Appetizer,316,Extra Cheese,0.97,Almond Milk,2.31,Available
772,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,10.03,Main Course,285,,,,,Available
773,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.52,Beverage,702,Extra Cheese,2.93,Almond Milk,1.94,Available
774,Caesar Salad,Warm chocolate cake with a molten chocolate center,7.41,Main Course,150,,,Extra Cheese,1.74,Not Available
775,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,17.16,Dessert,321,,,Extra Cheese,1.21,Available
776,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,13.7,Main Course,652,,,Extra Cheese,1.54,Not Available
777,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.86,Main Course,187,,,,,Not Available
778,Veggie Burger,Creamy matcha tea blend with milk and ice,11.19,Main Course,568,,,Vanilla Ice Cream,2.45,Available
779,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.14,Appetizer,164,Avocado,1.58,Avocado,2.7,Available
780,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",5.44,Appetizer,140,Extra Cheese,2.26,,,Available
781,Veggie Burger,Creamy matcha tea blend with milk and ice,19.71,Main Course,486,,,,,Not Available
782,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,17.46,Main Course,399,Extra Cheese,2.71,Almond Milk,1.93,Available
783,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,19.97,Appetizer,438,Vanilla Ice Cream,1.1,Vanilla Ice Cream,1.45,Not Available
784,Caesar Salad,Warm chocolate cake with a molten chocolate center,10.69,Beverage,194,,,Avocado,1.14,Available
785,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,14.54,Main Course,715,Chicken Strips,1.08,Vanilla Ice Cream,0.58,Not Available
786,Caesar Salad,Warm chocolate cake with a molten chocolate center,11.78,Dessert,600,Almond Milk,1.34,Extra Cheese,1.01,Available
787,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.48,Dessert,481,,,Almond Milk,2.38,Not Available
788,Margherita Pizza,Warm chocolate cake with a molten chocolate center,12.11,Beverage,567,,,,,Available
789,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",14.52,Main Course,300,,,,,Available
790,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.59,Appetizer,116,Extra Cheese,1.06,,,Available
791,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.06,Main Course,583,,,Almond Milk,2.62,Not Available
792,Caesar Salad,Warm chocolate cake with a molten chocolate center,5.59,Main Course,237,Almond Milk,1.55,,,Available
793,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.58,Main Course,622,Almond Milk,2.54,,,Available
794,Chocolate Lava Cake,Creamy matcha tea blend with milk and ice,6.83,Appetizer,507,Chicken Strips,1.47,Avocado,0.84,Available
795,Margherita Pizza,Warm chocolate cake with a molten chocolate center,14.87,Main Course,297,Almond Milk,1.26,Extra Cheese,1.78,Available
796,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,6.71,Beverage,200,Chicken Strips,1.21,Almond Milk,1.0,Not Available
797,Caesar Salad,Warm chocolate cake with a molten chocolate center,17.39,Beverage,363,Almond Milk,0.93,Almond Milk,1.65,Not Available
798,Margherita Pizza,Warm chocolate cake with a molten chocolate center,9.18,Appetizer,698,,,Vanilla Ice Cream,1.18,Not Available
799,Margherita Pizza,Creamy matcha tea blend with milk and ice,15.06,Main Course,360,Chicken Strips,2.47,,,Available
800,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,15.91,Appetizer,645,Almond Milk,2.14,,,Not Available
801,Caesar Salad,Creamy matcha tea blend with milk and ice,15.75,Dessert,567,Extra Cheese,2.29,,,Available
802,Veggie Burger,Warm chocolate cake with a molten chocolate center,14.94,Main Course,624,,,Almond Milk,2.82,Available
803,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.87,Dessert,365,,,,,Not Available
804,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,5.94,Main Course,158,Almond Milk,0.68,,,Available
805,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",10.58,Appetizer,603,Extra Cheese,1.57,,,Available
806,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,10.94,Main Course,632,Chicken Strips,2.68,Vanilla Ice Cream,2.56,Available
807,Margherita Pizza,Creamy matcha tea blend with milk and ice,19.24,Dessert,637,Avocado,1.79,,,Available
808,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.67,Main Course,619,Extra Cheese,1.85,Extra Cheese,2.44,Not Available
809,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.23,Beverage,455,Avocado,2.97,,,Not Available
810,Veggie Burger,Creamy matcha tea blend with milk and ice,13.89,Beverage,557,,,,,Available
811,Margherita Pizza,Warm chocolate cake with a molten chocolate center,18.28,Main Course,502,Chicken Strips,2.39,Vanilla Ice Cream,2.48,Not Available
812,Margherita Pizza,Creamy matcha tea blend with milk and ice,10.58,Beverage,746,,,,,Available
813,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.85,Dessert,761,Almond Milk,2.99,,,Not Available
814,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,5.67,Dessert,384,,,,,Available
815,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",5.3,Dessert,105,Extra Cheese,0.79,,,Available
816,Caesar Salad,Creamy matcha tea blend with milk and ice,6.74,Beverage,634,Chicken Strips,1.27,,,Not Available
817,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,5.65,Dessert,511,,,,,Available
818,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,15.76,Beverage,201,,,,,Available
819,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.66,Appetizer,425,,,Chicken Strips,2.99,Available
820,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,8.42,Beverage,799,,,Vanilla Ice Cream,1.21,Not Available
821,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.49,Beverage,431,Almond Milk,0.55,,,Available
822,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.29,Main Course,535,Avocado,2.14,Extra Cheese,0.6,Available
823,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",10.46,Dessert,459,Vanilla Ice Cream,1.84,Almond Milk,1.86,Not Available
824,Veggie Burger,Creamy matcha tea blend with milk and ice,17.36,Appetizer,443,Vanilla Ice Cream,2.69,,,Available
825,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,16.87,Appetizer,458,Chicken Strips,2.81,Chicken Strips,1.95,Not Available
826,Iced Matcha Latte,"Classic pizza with fresh mozzarella, tomatoes, and basil",9.04,Appetizer,647,,,,,Available
827,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,12.55,Beverage,733,Avocado,2.64,,,Available
828,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.85,Dessert,385,Vanilla Ice Cream,1.66,Avocado,0.53,Not Available
829,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",11.66,Main Course,601,Vanilla Ice Cream,0.7,Almond Milk,1.11,Not Available
830,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.48,Main Course,452,,,,,Not Available
831,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,18.31,Beverage,572,Almond Milk,1.08,Chicken Strips,1.6,Not Available
832,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",9.04,Appetizer,486,Extra Cheese,2.92,,,Available
833,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",13.57,Main Course,157,,,,,Available
834,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,9.05,Appetizer,185,,,,,Available
835,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",19.0,Beverage,670,Vanilla Ice Cream,0.52,,,Not Available
836,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,13.91,Beverage,204,,,Avocado,1.35,Available
837,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,12.89,Dessert,278,,,,,Available
838,Margherita Pizza,"Classic pizza with fresh mozzarella, tomatoes, and basil",8.64,Main Course,418,,,Almond Milk,1.43,Not Available
839,Iced Matcha Latte,"Romaine lettuce with Caesar dressing, croutons, and parmesan",12.54,Dessert,246,,,,,Not Available
840,Margherita Pizza,"Romaine lettuce with Caesar dressing, croutons, and parmesan",9.46,Dessert,293,Avocado,0.67,Vanilla Ice Cream,0.99,Not Available
841,Chocolate Lava Cake,A hearty burger with a plant-based patty and fresh toppings,7.12,Dessert,738,,,,,Available
842,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,6.86,Dessert,776,,,,,Available
843,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,19.75,Main Course,341,,,,,Not Available
844,Chocolate Lava Cake,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.19,Appetizer,259,,,,,Not Available
845,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,8.56,Main Course,560,,,,,Available
846,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,13.59,Beverage,481,,,Extra Cheese,2.77,Available
847,Caesar Salad,Warm chocolate cake with a molten chocolate center,18.27,Beverage,324,Extra Cheese,2.18,,,Available
848,Caesar Salad,A hearty burger with a plant-based patty and fresh toppings,10.62,Dessert,173,,,Chicken Strips,2.95,Available
849,Caesar Salad,Creamy matcha tea blend with milk and ice,16.13,Appetizer,182,Avocado,2.07,Vanilla Ice Cream,1.77,Not Available
850,Veggie Burger,"Classic pizza with fresh mozzarella, tomatoes, and basil",6.49,Main Course,283,Almond Milk,2.05,Vanilla Ice Cream,1.79,Not Available
851,Margherita Pizza,A hearty burger with a plant-based patty and fresh toppings,12.03,Appetizer,362,Chicken Strips,2.87,,,Available
852,Caesar Salad,Warm chocolate cake with a molten chocolate center,19.97,Dessert,249,,,,,Available
853,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,11.87,Main Course,644,Vanilla Ice Cream,2.46,Vanilla Ice Cream,2.54,Not Available
854,Veggie Burger,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.02,Main Course,695,Avocado,1.94,,,Not Available
855,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,16.42,Appetizer,440,,,Vanilla Ice Cream,2.0,Not Available
856,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,7.62,Dessert,284,,,,,Available
857,Veggie Burger,Warm chocolate cake with a molten chocolate center,7.41,Main Course,156,,,Almond Milk,2.03,Available
858,Margherita Pizza,Creamy matcha tea blend with milk and ice,8.41,Appetizer,152,Almond Milk,1.88,,,Not Available
859,Caesar Salad,Warm chocolate cake with a molten chocolate center,12.55,Main Course,475,Chicken Strips,0.61,,,Not Available
860,Margherita Pizza,Creamy matcha tea blend with milk and ice,15.7,Appetizer,458,Avocado,1.69,,,Not Available
861,Iced Matcha Latte,Creamy matcha tea blend with milk and ice,12.8,Appetizer,253,Avocado,1.52,Almond Milk,2.29,Not Available
862,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",17.51,Main Course,147,Chicken Strips,1.07,,,Not Available
863,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,14.58,Beverage,346,Chicken Strips,1.09,Avocado,2.96,Not Available
864,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,17.16,Beverage,625,,,Vanilla Ice Cream,1.38,Not Available
865,Chocolate Lava Cake,"Classic pizza with fresh mozzarella, tomatoes, and basil",12.98,Main Course,659,Almond Milk,2.36,,,Available
866,Caesar Salad,"Romaine lettuce with Caesar dressing, croutons, and parmesan",6.18,Beverage,457,,,Chicken Strips,1.03,Available
867,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,8.0,Appetizer,148,,,,,Available
868,Veggie Burger,Creamy matcha tea blend with milk and ice,15.34,Main Course,109,,,,,Available
869,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,5.96,Appetizer,646,,,,,Available
870,Caesar Salad,"Classic pizza with fresh mozzarella, tomatoes, and basil",5.25,Appetizer,705,,,Almond Milk,1.76,Not Available
871,Caesar Salad,Warm chocolate cake with a molten chocolate center,19.09,Main Course,785,Extra Cheese,0.91,Avocado,0.61,Available
872,Veggie Burger,Creamy matcha tea blend with milk and ice,18.1,Dessert,461,,,Almond Milk,0.75,Not Available
873,Iced Matcha Latte,A hearty burger with a plant-based patty and fresh toppings,14.57,Main Course,529,Chicken Strips,2.89,Extra Cheese,1.07,Available
874,Chocolate Lava Cake,Warm chocolate cake with a molten chocolate center,18.6,Main Course,678,Chicken Strips,2.65,,,Available
875,Veggie Burger,A hearty burger with a plant-based patty and fresh toppings,10.22,Main Course,298,Chicken Strips,1.76,Extra Cheese,1.72,Not Available
876,Iced Matcha Latte,Warm chocolate cake with a molten chocolate center,9.59,Main Course,129,Extra Cheese,2.29,Vanilla Ice Cream,1.26,Available
